iter	RMSE
486	0.1803689076
487	0.1803587069
488	0.1803561224
489	0.1803534626
490	0.1803479772
491	0.1803474389
492	0.1803457254
493	0.1803438366
494	0.1803420469
495	0.1803398115
496	0.1803372675
497	0.1803364278
498	0.1803347167
499	0.180333172
500	0.1803311042
501	0.1803292287
502	0.1803271754
503	0.1803198922
504	0.1803187992
505	0.1803168716
506	0.1803126225
507	0.1803109485
508	0.1803025088
509	0.1803014657
510	0.1802888283
511	0.1802879187
512	0.1802805504
513	0.1802799681
514	0.1802778442
515	0.1802765623
516	0.1802751205
517	0.1802740126
518	0.1802733283
519	0.180270009
520	0.1802687696
521	0.1802671199
522	0.1802628333
523	0.1802593814
524	0.1802471173
525	0.1802359379
526	0.180226345
527	0.1802212837
528	0.180217425
529	0.1802167145
530	0.1802149587
531	0.1802137607
532	0.1802124689
533	0.1802113702
534	0.1802093452
535	0.1802066102
536	0.1802025288
537	0.1802015552
538	0.1802003845
539	0.1801980911
540	0.1801963923
541	0.1801946566
542	0.1801902405
543	0.1801880402
544	0.1801862185
545	0.1801828374
546	0.1801810736
547	0.180177517
548	0.1801747514
549	0.180172177
550	0.1801707135
551	0.1801665936
552	0.1801649519
553	0.1801549298
554	0.1801536571
555	0.180150884
556	0.1801503133
557	0.1801487526
558	0.1801463284
559	0.1801434475
560	0.1801341988
561	0.18012889
562	0.1801278596
563	0.1801252526
564	0.1801236302
565	0.1801194142
566	0.1801136145
567	0.1801101019
568	0.1801086189
569	0.1801062353
570	0.1801052514
571	0.1801040765
572	0.1801022844
573	0.1801000112
574	0.1800988248
575	0.1800981384
576	0.1800967225
577	0.1800952251
578	0.1800936927
579	0.1800926187
580	0.1800915749
581	0.1800890649
582	0.1800877321
583	0.1800867282
584	0.1800837369
585	0.1800569313
586	0.1800542743
587	0.1800528843
588	0.1800519911
589	0.1800457891
590	0.180035549
591	0.1800340982
592	0.1800330433
593	0.1800263894
594	0.1800254263
595	0.1800218121
596	0.1800203553
597	0.1800190385
598	0.1800177894
599	0.180016646
600	0.1800155016
601	0.1800024952
602	0.179995689
603	0.1799950824
604	0.179994305
605	0.1799917473
606	0.1799876019
607	0.1799789001
608	0.179977484
609	0.1799761532
610	0.1799751638
611	0.1799742915
612	0.1799716602
613	0.1799701806
614	0.1799659624
615	0.1799645473
616	0.1799568049
617	0.1799552537
618	0.1799537104
619	0.1799525239
620	0.1799511575
621	0.1799454731
622	0.1799428818
623	0.1799408523
624	0.1799384687
625	0.1799329192
626	0.179930612
627	0.1799272276
628	0.1799236042
629	0.1799230806
630	0.1799180805
631	0.1799160149
632	0.1799132268
633	0.179911514
634	0.1799094372
635	0.1799020768
636	0.1798996001
637	0.1798972277
638	0.179896018
639	0.1798954488
640	0.1798918801
641	0.1798868919
642	0.1798843511
643	0.17988291
644	0.1798802152
645	0.1798795161
646	0.1798769081
647	0.1798736859
648	0.179872077
649	0.1798707631
650	0.1798694356
651	0.1798684642
652	0.1798630544
653	0.179861993
654	0.1798545158
655	0.1798539102
656	0.1798491708
657	0.1798429516
658	0.1798410173
659	0.1798382976
660	0.1798376525
661	0.1798346883
662	0.1798317433
663	0.1798310261
664	0.1798292501
665	0.1798125205
666	0.1798106208
667	0.1798085731
668	0.1798082042
669	0.1798059816
670	0.179804885
671	0.1798039043
672	0.1798028295
673	0.1798012669
674	0.1798000992
675	0.1797994893
676	0.179798319
677	0.1797973676
678	0.1797964958
679	0.17978701
680	0.1797858866
681	0.1797843265
682	0.1797762249
683	0.1797749664
684	0.1797742341
685	0.1797727083
686	0.1797716068
687	0.1797710227
688	0.1797644751
689	0.1797606453
690	0.1797558651
691	0.1797516461
692	0.179748867
693	0.1797470401
694	0.1797466877
695	0.1797461283
696	0.1797451547
697	0.1797431122
698	0.1797385533
699	0.179737259
700	0.1797363287
701	0.1797351481
702	0.1797300508
703	0.1797239514
704	0.1797229431
705	0.1797217374
706	0.1797207316
707	0.1797181466
708	0.1797173685
709	0.1797162128
710	0.1797138312
711	0.1797075639
712	0.1797063282
713	0.1797049198
714	0.1797035048
715	0.1797014256
716	0.1796969933
717	0.1796807634
718	0.1796796313
719	0.1796773802
720	0.17967468
721	0.1796737318
722	0.1796717337
723	0.1796693688
724	0.1796682863
725	0.1796669285
726	0.17966621
727	0.1796655112
728	0.1796640456
729	0.1796617357
730	0.1796571112
731	0.1796562874
732	0.1796525381
733	0.179647175
734	0.1796456252
735	0.1796448496
736	0.1796441453
737	0.1796419892
738	0.1796400947
739	0.1796369726
740	0.1796334129
741	0.1796312544
742	0.1796300312
743	0.1796288649
744	0.179611958
745	0.1796080878
746	0.1796027715
747	0.1796013383
748	0.1795995723
749	0.179597775
750	0.1795965334
751	0.1795911271
752	0.1795901051
753	0.1795879321
754	0.1795855168
755	0.1795838943
756	0.1795819451
757	0.1795735247
758	0.1795720095
759	0.1795710321
760	0.1795701395
761	0.1795691035
762	0.1795660501
763	0.1795642736
764	0.179561316
765	0.1795606261
766	0.17955596
767	0.1795540171
768	0.1795522614
769	0.1795501014
770	0.179548436
771	0.1795466211
772	0.1795450652
773	0.1795443016
774	0.1795424761
775	0.1795417023
776	0.1795410307
777	0.1795394846
778	0.1795386765
779	0.1795372587
780	0.1795366187
781	0.1795253637
782	0.1795234118
783	0.1795181895
784	0.1795164718
785	0.1795142318
786	0.1795118717
787	0.1795102973
788	0.1795091753
789	0.1795073515
790	0.1794905216
791	0.179489631
792	0.1794881525
793	0.1794872356
794	0.1794864291
795	0.1794846432
796	0.1794833775
797	0.1794801396
798	0.17947712
799	0.1794746653
800	0.1794741237
801	0.179472899
802	0.1794695218
803	0.1794681323
804	0.1794656873
805	0.1794622234
806	0.1794612236
807	0.1794601564
808	0.1794585837
809	0.1794575451
810	0.1794562133
811	0.1794443561
812	0.1794432193
813	0.1794326855
814	0.1794311478
815	0.1794304006
816	0.1794292197
817	0.1794266853
818	0.1794227551
819	0.1794218016
820	0.1794207244
821	0.1794203676
822	0.1794188802
823	0.1794156539
824	0.1794127779
825	0.1794114293
826	0.1794065399
827	0.1794053502
828	0.179403711
829	0.1794011801
830	0.1793996048
831	0.1793980482
832	0.179394158
833	0.1793926004
834	0.179389359
835	0.1793881824
836	0.1793860921
837	0.1793828557
838	0.1793813946
839	0.1793807698
840	0.1793783538
841	0.1793775646
842	0.1793747811
843	0.179368692
844	0.1793668562
845	0.1793659958
846	0.1793656574
847	0.1793649086
848	0.1793635109
849	0.1793626296
850	0.1793616084
851	0.1793603342
852	0.1793595396
853	0.1793565171
854	0.1793516417
855	0.1793503188
856	0.1793362219
857	0.1793347237
858	0.1793326952
859	0.1793311641
860	0.1793268851
861	0.1793264374
862	0.1793257422
863	0.1793233461
864	0.1793214237
865	0.1793201913
866	0.1793187247
867	0.1793176038
868	0.1793160034
869	0.1793154424
870	0.1793151864
871	0.1793138635
872	0.1793127666
873	0.1793105033
874	0.1793074905
875	0.1793049196
876	0.1793037831
877	0.1793032763
878	0.1793019945
879	0.1793001435
880	0.1792975152
881	0.1792968418
882	0.1792962629
883	0.1792947846
884	0.1792931512
885	0.1792915735
886	0.1792891309
887	0.1792884877
888	0.1792843209
889	0.1792837688
890	0.1792810752
891	0.1792797568
892	0.1792775375
893	0.1792767446
894	0.1792716309
895	0.1792704814
896	0.179269525
897	0.1792552369
898	0.1792533959
899	0.1792527776
900	0.1792515651
901	0.1792491299
902	0.1792480158
903	0.1792457226
904	0.1792439111
905	0.1792430593
906	0.17924261
907	0.1792407767
908	0.1792398336
909	0.1792370756
910	0.1792341082
911	0.1792275861
912	0.1792265345
913	0.1792236513
914	0.1792220768
915	0.1792209475
916	0.1792202464
917	0.1792195455
918	0.1792167476
919	0.1792160458
920	0.1792123379
921	0.1792120921
922	0.1792054266
923	0.1792041039
924	0.1792031653
925	0.1792010474
926	0.1792001851
927	0.1791987821
928	0.1791976115
929	0.1791948654
930	0.1791940482
931	0.1791923034
932	0.1791913402
933	0.1791899426
934	0.1791888419
935	0.1791881604
936	0.1791864342
937	0.1791850911
938	0.1791845198
939	0.1791825134
940	0.1791816865
941	0.1791808697
942	0.1791786059
943	0.1791760448
944	0.1791753474
945	0.1791727498
946	0.179171051
947	0.1791688914
948	0.1791668036
949	0.1791665754
950	0.1791570903
951	0.1791561207
952	0.1791552007
953	0.1791469009
954	0.1791433505
955	0.1791421117
956	0.1791412752
957	0.1791403532
958	0.1791387528
959	0.1791371456
960	0.1791363201
961	0.1791359522
962	0.1791355684
963	0.179130115
964	0.1791286093
965	0.1791241173
966	0.1791236746
967	0.1791213673
968	0.1791065083
969	0.1791052099
970	0.1791042206
971	0.1791035125
972	0.1791029217
973	0.1791018296
974	0.1791004764
975	0.1790992952
976	0.1790984901
977	0.1790980397
978	0.1790973486
979	0.1790959095
980	0.1790909162
981	0.1790902762
982	0.1790889209
983	0.1790867878
984	0.1790852117
985	0.1790827149
986	0.1790806592
987	0.1790796786
988	0.179075103
989	0.1790749014
990	0.1790709434
991	0.1790701316
992	0.179068977
993	0.1790676015
994	0.1790667137
995	0.1790651194
996	0.1790643531
997	0.1790632287
998	0.179062175
999	0.1790594159
