iter	Logloss	AUC
93	0.05892197556	0.9089724432
94	0.05888858911	0.9090372402
95	0.05884037494	0.909137207
96	0.05881646351	0.909154602
97	0.0587765661	0.9092843269
98	0.05897514098	0.9088151206
99	0.05895259323	0.9088351154
100	0.05891351669	0.9090289984
101	0.05888709705	0.9090692415
102	0.0588632628	0.9090981826
103	0.05876836137	0.9091282083
104	0.05878081908	0.9093218815
105	0.06275967749	0.902210453
106	0.06273816204	0.9023142212
107	0.06272532655	0.9023135537
108	0.06269599181	0.9025808972
109	0.06267879122	0.9026303943
110	0.06266673621	0.9026439802
111	0.06249961611	0.9027729567
112	0.06242274542	0.9028321023
113	0.06239516671	0.9030432754
114	0.0621871028	0.903165663
115	0.06215300527	0.9032332087
116	0.06207684967	0.9033482302
117	0.06205776622	0.9033997242
118	0.06204725912	0.9034321947
119	0.06203791355	0.9034564612
120	0.06200375219	0.9035204886
121	0.06198826463	0.9035375597
122	0.06192181419	0.9036344221
123	0.06191044993	0.9036945932
124	0.06190114874	0.9037250132
125	0.0618913014	0.9037750942
126	0.06187581704	0.9038722007
127	0.06180644712	0.9039680402
128	0.0618003396	0.9039936718
129	0.06178976239	0.9040303797
130	0.06174444041	0.9041792645
131	0.06172779664	0.9042861176
132	0.06165826235	0.9043887471
133	0.06164964697	0.9044211251
134	0.06163913963	0.9044663666
135	0.06162790337	0.9045261158
136	0.06160571546	0.9046359126
137	0.06156146572	0.904656861
138	0.0615508413	0.9047289059
139	0.06154353143	0.9047406797
140	0.06153602477	0.9047813437
141	0.06152874222	0.9048181646
142	0.06147721411	0.9049096296
143	0.06147286133	0.9049184435
144	0.06142177881	0.9049877459
145	0.06141475496	0.9050124555
146	0.06994663021	0.9020172758
147	0.06992885291	0.9020885004
148	0.06987564053	0.9021826508
149	0.06969436746	0.9022865193
150	0.06965205009	0.9023611381
151	0.06962361039	0.9023480749
152	0.06961176816	0.9023798817
153	0.08495112443	0.9019917498
154	0.08494248584	0.902074986
155	0.08493626945	0.9021080833
156	0.08446456322	0.9021833522
157	0.08443330191	0.9024546819
158	0.08441231272	0.9024833893
159	0.08440741432	0.9025097019
160	0.08440207729	0.9025258693
161	0.08437208792	0.9025587422
162	0.08436938877	0.9025700399
163	0.08435129356	0.9026418299
164	0.0843495559	0.9026437427
165	0.08434704383	0.902656881
166	0.08434488832	0.9026665059
167	0.08434210527	0.9026706823
168	0.08430465428	0.9027465159
169	0.08427568981	0.9027891711
170	0.0842743483	0.9027919938
171	0.08435641879	0.9028271487
172	0.08435098959	0.9028379997
173	0.08434373664	0.9028847644
174	0.08432041628	0.9029427028
175	0.0843065841	0.9029926148
176	0.08427553662	0.9030649467
177	0.08382435288	0.9031350555
178	0.08381985418	0.9031530257
179	0.0837941561	0.9032021284
180	0.0837894306	0.9032293453
181	0.08378298122	0.9032672643
182	0.08376770451	0.9033539806
183	0.08375009954	0.9033970059
184	0.08374754049	0.9034085226
185	0.08320864203	0.9036225395
186	0.08318603751	0.9036755171
187	0.08317034129	0.9036881588
188	0.08314813593	0.9037329695
189	0.08312455129	0.9037852958
190	0.08312033329	0.9037920832
191	0.08310428359	0.903820299
192	0.08309574016	0.9038527548
193	0.08307482271	0.9039148519
194	0.08307040524	0.9039344739
195	0.083066141	0.9039514235
196	0.08305675635	0.9039803404
197	0.08251603757	0.9041228192
198	0.08248633522	0.9043219486
199	0.08196720012	0.9043990799
200	0.08163912418	0.9044832781
201	0.08163620971	0.9044937779
202	0.08162628158	0.9045156201
203	0.08161989249	0.9045471283
204	0.08161814688	0.9045489558
205	0.08161243505	0.9045763917
206	0.08160737635	0.9045874344
207	0.0815977942	0.9046253694
208	0.08159013783	0.9046386784
209	0.08157987138	0.9046503878
210	0.08122402213	0.9047496529
211	0.08122100012	0.9047634925
212	0.08121891136	0.9047715208
213	0.08121599482	0.9047850639
214	0.081200417	0.9048426532
215	0.08118648637	0.9049683432
216	0.08069773027	0.905096785
217	0.08068595895	0.9051185981
218	0.08068355771	0.9051248603
219	0.08068239116	0.9051281741
220	0.08068072714	0.9051267041
221	0.0806790375	0.9051265528
222	0.08067652384	0.9051341901
223	0.0806430675	0.9053819379
224	0.08063691286	0.9054126893
225	0.08030366758	0.9054668121
226	0.08030136107	0.9054712937
227	0.0799849455	0.905614138
228	0.08008831267	0.9055254286
229	0.08008724592	0.9055246051
230	0.08008104378	0.9055562488
231	0.07976019985	0.9057323773
232	0.07975931501	0.9057332483
233	0.07975782846	0.9057403815
234	0.07975656524	0.9057427957
235	0.0797532702	0.9057559037
236	0.07975182077	0.9057559242
237	0.07974929232	0.9057650935
238	0.07974817627	0.905767925
239	0.07974650518	0.905771354
240	0.07973826664	0.9057920243
241	0.07973542138	0.9058135293
242	0.1103984632	0.9021368422
243	0.1101587817	0.9021405222
244	0.1090249778	0.9021774836
245	0.1090226083	0.9021861639
246	0.109020444	0.9021915821
247	0.1090175967	0.9022044463
248	0.109015046	0.9022163485
249	0.1260273131	0.9022285535
250	0.1260249616	0.9022307748
251	0.1260223487	0.9022426311
252	0.1260200767	0.9022439391
253	0.1244776524	0.9022637382
254	0.1244575616	0.9023485455
255	0.1244531972	0.9023583968
256	0.1244398478	0.9024062733
257	0.1244379225	0.9024102477
258	0.1244222507	0.9024580702
259	0.1244155581	0.9024897516
260	0.1244114281	0.9025040424
261	0.1244094916	0.9025133189
262	0.1244057791	0.9025333623
263	0.1244036339	0.9025429731
264	0.1244007361	0.9025566274
265	0.1229007133	0.9025892639
266	0.1228997864	0.9025897619
267	0.1228972253	0.9025995284
268	0.1213416189	0.9026236055
269	0.1213378072	0.902638102
270	0.1213353146	0.9026469603
271	0.121331329	0.9026507469
272	0.1203523726	0.9026675222
273	0.1203493719	0.9026788357
274	0.1203458981	0.9026912205
275	0.120344606	0.902696213
276	0.1203299078	0.9027748084
277	0.1203285864	0.902780517
278	0.1203277185	0.9027813537
279	0.1184061071	0.9029113156
280	0.1184043595	0.9029124815
281	0.1184008577	0.9029176077
282	0.1183841819	0.9029912309
283	0.1183773312	0.9030352985
284	0.1183749154	0.903041923
285	0.1183620579	0.9030524974
286	0.1183607294	0.9030568343
287	0.118358522	0.9030671622
288	0.1183535172	0.9030835023
289	0.1183520917	0.9030893012
290	0.1183503773	0.9030920872
291	0.1183477951	0.9031061117
292	0.1183401198	0.90313604
293	0.118338332	0.9031394248
294	0.1183333237	0.9031586864
295	0.1183260833	0.9031832204
296	0.1183216978	0.9031966242
297	0.1183207243	0.9031983798
298	0.1183183353	0.9032101952
299	0.1183152116	0.903228659
300	0.1183134118	0.9032293917
301	0.1183117519	0.9032323654
302	0.1169079926	0.9033195099
303	0.1169026325	0.9033458161
304	0.116899159	0.9033514463
305	0.1168972313	0.9033539462
306	0.116892857	0.9033696345
307	0.1168857909	0.9033870432
308	0.116882976	0.9033840216
309	0.1168818403	0.9033873515
310	0.1168777063	0.9034104123
311	0.1168694237	0.9034184068
312	0.1153847995	0.9035017066
313	0.1153802658	0.9035134088
314	0.1149786654	0.9035401528
315	0.1149744747	0.9035553104
316	0.114963866	0.9035869496
317	0.1149633252	0.9035868015
318	0.1149609521	0.9035924375
319	0.1145632088	0.903597332
320	0.1145493336	0.9036211442
321	0.1911697638	0.9006268407
322	0.191168916	0.9006285682
323	0.1911679	0.9006288804
324	0.1911620005	0.9006340368
325	0.1905375153	0.9006552355
326	0.1905356063	0.9006571269
327	0.1905350689	0.9006575445
328	0.1905332045	0.9006610105
329	0.1905295943	0.9006774757
330	0.1905286848	0.9006805652
331	0.188599944	0.9006850966
332	0.1885979334	0.9006937757
333	0.185296239	0.9007018599
334	0.1852952047	0.9007061863
335	0.1852919817	0.9007111044
336	0.1826449307	0.9007300038
337	0.182643931	0.9007315632
338	0.1826389975	0.9007410982
339	0.1826367393	0.9007460239
340	0.1826358464	0.9007494569
341	0.182634542	0.9007493716
342	0.182624659	0.9007821864
343	0.1826231132	0.9007869767
344	0.1826211109	0.9007997026
345	0.1826179155	0.9008073909
346	0.1826163483	0.9008128689
347	0.1826140825	0.9008162914
348	0.1826125074	0.9008223422
349	0.1826115896	0.9008226501
350	0.1826106719	0.9008258266
351	0.1826097832	0.9008284757
352	0.1826081641	0.9008283502
353	0.1826068485	0.9008333526
354	0.1826061453	0.9008358643
355	0.1826048431	0.9008393005
356	0.1826022567	0.9008496416
357	0.1825976137	0.9008799091
358	0.1825963078	0.9008802343
359	0.1825950865	0.9008844454
360	0.1825931954	0.9008906149
361	0.1825922817	0.9008919144
362	0.1825909738	0.9008946409
363	0.1825894243	0.9008992359
364	0.1825886175	0.900900614
365	0.1825872619	0.9009007577
366	0.1825845699	0.9009083598
367	0.1825836604	0.9009104336
368	0.1825812104	0.9009191723
369	0.1820740776	0.9009268165
370	0.1820732772	0.900930824
371	0.1820664884	0.9009450096
372	0.1794221681	0.9009688206
373	0.1769282792	0.900988671
374	0.1769141425	0.9010207344
375	0.1769137223	0.9010211359
376	0.1769114981	0.9010294868
377	0.1769090424	0.9010367412
378	0.1769084592	0.9010363549
379	0.1769074142	0.9010402731
380	0.1769065514	0.9010407842
381	0.1769043379	0.9010487158
382	0.1769036695	0.9010493602
383	0.1769023339	0.9010537756
384	0.1769014885	0.9010549325
385	0.1769000483	0.9010597135
386	0.1745754164	0.9010673684
387	0.1745742177	0.9010705586
388	0.1745657967	0.9011037653
389	0.1745648261	0.9011044008
390	0.1745611003	0.9011182129
391	0.1745603856	0.9011189809
392	0.1716551297	0.9011546805
393	0.1716532281	0.9011587013
394	0.1716493159	0.9011834002
395	0.1716481877	0.9011862793
396	0.1716479102	0.9011857697
397	0.1716471834	0.9011881262
398	0.1693474681	0.9012034708
399	0.1693448929	0.9012052174
400	0.1693440962	0.9012070285
401	0.1693416317	0.9012163388
402	0.1693402278	0.9012212639
403	0.16933946	0.9012223666
404	0.1693365792	0.9012265589
405	0.1693334306	0.9012441375
406	0.1693307335	0.901254573
407	0.168693982	0.9012602334
408	0.1686881076	0.9012694127
409	0.1686861494	0.9012760059
410	0.1687321578	0.9011372772
411	0.1687305054	0.9011412799
412	0.1664856334	0.9011564766
413	0.1664823502	0.9011696696
414	0.1664782084	0.9011902916
415	0.1664761333	0.901196052
416	0.1664743866	0.9012000523
417	0.1664732598	0.9012000912
418	0.166469068	0.9012113082
419	0.1664684637	0.9012115129
420	0.1664623448	0.9012086878
421	0.1664387109	0.9011917318
422	0.1664370776	0.9011896789
423	0.1664360363	0.9011922373
424	0.1664340978	0.9011993463
425	0.1664318311	0.9012083855
426	0.166430062	0.9012126921
427	0.1664106596	0.9012183157
428	0.1664090841	0.9012206899
429	0.1664077934	0.9012225839
430	0.1664073723	0.9012235002
431	0.1664063713	0.9012250681
432	0.1664053658	0.9012264308
433	0.1664019528	0.9012520341
434	0.1664003858	0.901256378
435	0.1663964351	0.9012719583
436	0.1663916795	0.9012997272
437	0.1663904511	0.9013009696
438	0.1663878281	0.9013095414
439	0.1663872379	0.9013100763
440	0.166383343	0.9013167031
441	0.1663811277	0.9013221773
442	0.1663800177	0.9013240546
443	0.1663785547	0.9013352204
444	0.1663778595	0.9013363975
445	0.1663757155	0.9013404028
446	0.1663746092	0.9013440221
447	0.1663736111	0.901344398
448	0.1663634778	0.901332287
449	0.1663627234	0.9013341782
450	0.1663618415	0.9013354304
451	0.1663604236	0.9013354279
452	0.1663545713	0.9013690117
453	0.1663536492	0.9013698277
454	0.1663527961	0.9013717255
455	0.1663517869	0.9013725211
456	0.1663510581	0.9013746556
457	0.1663487729	0.901388107
458	0.1663382894	0.9014320838
459	0.1663369453	0.9014352231
460	0.16907018	0.9013520739
461	0.1690676005	0.9013666529
462	0.1690660467	0.901362575
463	0.169062228	0.9013838114
464	0.1690566684	0.9013945955
465	0.1690546382	0.901400999
466	0.1690490523	0.9013988107
467	0.1690479233	0.9014017747
468	0.1690471812	0.9014052549
469	0.1690461025	0.9014003483
470	0.1864705185	0.90139658
471	0.1864677808	0.9014148282
472	0.1864672986	0.9014171623
473	0.1864636627	0.9014143023
474	0.1863256153	0.9014124588
475	0.1863237233	0.901419685
476	0.1863199456	0.9014376665
477	0.1863184457	0.9014419573
478	0.1963432247	0.899238371
479	0.1963424409	0.8992389335
480	0.196331232	0.899277281
481	0.1963305803	0.899278899
482	0.1963283646	0.8992742016
483	0.1972337592	0.8985700447
484	0.197225351	0.8986146594
485	0.1972131914	0.8986492318
486	0.1972071676	0.8986695797
487	0.1972057447	0.8986728029
488	0.1936244031	0.9003377741
489	0.1936233899	0.9003390525
490	0.1908503047	0.9003525498
491	0.1908440055	0.9003866075
492	0.1908416851	0.9003913764
493	0.190824853	0.9004246481
494	0.1908234789	0.9004282993
495	0.1908224897	0.900429194
496	0.1908201429	0.9004365741
497	0.1908145218	0.9004481991
498	0.1908084978	0.9004622976
499	0.1908076759	0.9004621276
500	0.1908069976	0.9004625232
501	0.1908058856	0.900461299
502	0.1907980504	0.9004730316
503	0.1907971097	0.9004737073
504	0.19079593	0.9004774651
505	0.2267349809	0.898853603
506	0.2267327078	0.8988546571
507	0.2267299591	0.8988618615
508	0.226728834	0.8988636872
509	0.2234087376	0.8988718414
510	0.2234077281	0.8988747312
511	0.2234062951	0.8988792748
512	0.2234057695	0.8988802001
513	0.2234044453	0.898876117
514	0.2234031462	0.8988778325
515	0.2234021024	0.8988807434
516	0.2233991462	0.8988832138
517	0.2233984492	0.8988839313
518	0.2233975416	0.8988855458
519	0.2233961475	0.8988894226
520	0.2201570897	0.8989070693
521	0.22014623	0.898913315
522	0.2201446656	0.898915913
523	0.2201414213	0.8989263772
524	0.2201402661	0.8989314822
525	0.2201392583	0.8989345927
526	0.2201377005	0.8989384156
527	0.2201355138	0.8989450338
528	0.2201332783	0.8989451766
529	0.2201070232	0.8989702116
530	0.220105925	0.8989732099
531	0.220105356	0.8989732631
532	0.2201041177	0.8989759469
533	0.2201034225	0.8989765224
534	0.2201025061	0.8989774106
535	0.2201003003	0.8989843563
536	0.2200992182	0.8989850504
537	0.220097307	0.8989886273
538	0.2200860565	0.8989964069
539	0.2200831465	0.8990026607
540	0.2200809813	0.8990069892
541	0.2200804642	0.8990093668
542	0.2200723534	0.8990425586
543	0.220071221	0.8990446644
544	0.2200703294	0.8990474281
545	0.2200675407	0.8990644052
546	0.2200661861	0.8990667887
547	0.2200657427	0.8990691721
548	0.2169747215	0.8990312259
549	0.2169726066	0.8990358643
550	0.216971572	0.8990378224
551	0.2169704894	0.8990400801
552	0.2169664416	0.8990421102
553	0.2169658473	0.8990434899
554	0.2169633843	0.8990555125
555	0.2168832877	0.8990663319
556	0.2168822955	0.8990672286
557	0.2168809534	0.8990722558
558	0.2168801605	0.89907412
559	0.2139250615	0.8991006975
560	0.2139242461	0.8991027213
561	0.2139233559	0.8991050982
562	0.2139230032	0.8991068639
563	0.2139219991	0.8991091875
564	0.2139209075	0.8991108004
565	0.2139199008	0.8991086906
566	0.2139173575	0.8991128053
567	0.2139527309	0.899134963
568	0.2139522519	0.8991367279
569	0.2139518173	0.8991370353
570	0.2139514638	0.8991369775
571	0.2139473472	0.8991475467
572	0.2139452692	0.8991653459
573	0.2139425924	0.8991716012
574	0.2108309851	0.8991746109
575	0.2108247095	0.8991894174
576	0.2108236914	0.8991897672
577	0.2108177333	0.8992173675
578	0.2107857761	0.8992415663
579	0.2107851956	0.8992419916
580	0.2107845178	0.8992426466
581	0.2107821099	0.8992525117
582	0.2107761896	0.8992653711
583	0.2107745299	0.8992698556
584	0.210766731	0.8992724955
585	0.2107652436	0.8992758934
586	0.2107638673	0.8992810335
587	0.2099334587	0.8992786446
588	0.2099318521	0.8992831646
589	0.2099308833	0.899282404
590	0.2099303898	0.899282701
591	0.214223024	0.8991963226
592	0.2142212492	0.8992005461
593	0.2142026814	0.8991989196
594	0.214201808	0.8991999788
595	0.214201284	0.8991996055
596	0.2132973166	0.8992037839
597	0.2132896844	0.8992198879
598	0.2132893074	0.8992202096
599	0.2132888301	0.8992220361
600	0.2132881414	0.8992229022
601	0.2132832985	0.89922153
602	0.2098993975	0.8992921308
603	0.2098983319	0.8992933494
604	0.2098970186	0.8992872898
605	0.2098966493	0.8992878847
606	0.2105692443	0.8990396843
607	0.2105684934	0.899039322
608	0.2105679733	0.8990387247
609	0.2105672388	0.8990397947
610	0.2105625869	0.8990476666
611	0.2105618121	0.8990512867
612	0.2075796787	0.8990579991
613	0.2075790032	0.8990593397
614	0.2075757892	0.8990699434
615	0.2075753547	0.8990717663
616	0.2046696449	0.899081523
617	0.2046688868	0.899083194
618	0.2046682797	0.8990832412
619	0.2046664446	0.8990916141
620	0.2046658903	0.8990927946
621	0.2018411059	0.8991017868
622	0.2018404257	0.8991032099
623	0.2018398029	0.8991030366
624	0.2018373365	0.8991120759
625	0.202554237	0.8991339236
626	0.202553525	0.8991361204
627	0.2025489791	0.8991482507
628	0.2025484151	0.8991498511
629	0.2025474817	0.899151193
630	0.2025465356	0.8991563226
631	0.2025458149	0.899156974
632	0.2025448835	0.8991613319
633	0.2025430224	0.8991626032
634	0.2025411147	0.8991669863
635	0.202540654	0.899167579
636	0.2026166863	0.8991344997
637	0.202616291	0.8991347826
638	0.2026156354	0.8991356505
639	0.1992759473	0.8991476577
640	0.1992751854	0.8991457423
641	0.1992737594	0.8991546777
642	0.1964690163	0.8991717942
643	0.1964610256	0.8991750121
644	0.1964598244	0.899176596
645	0.1936890991	0.8991917609
646	0.1936883656	0.8991938227
647	0.1936880946	0.8991941153
648	0.1936877737	0.8991945495
649	0.1936869164	0.899195245
650	0.1936859998	0.8991979567
651	0.1936833169	0.8992056361
652	0.1936821808	0.8992088981
653	0.1936665279	0.8992311376
654	0.1936657761	0.8992310704
655	0.1936650629	0.8992310114
656	0.1936641807	0.8992340133
657	0.1936629768	0.8992381666
658	0.1936607393	0.8992385139
659	0.1929253617	0.89809675
660	0.1929032425	0.8980890954
661	0.1904226107	0.8981125462
662	0.1904162473	0.8981205632
663	0.1885308086	0.8981480359
664	0.1885253918	0.8981624069
665	0.1885178368	0.898166561
666	0.1885170883	0.8981678595
667	0.1885154546	0.8981671385
668	0.188514752	0.8981715717
669	0.1885143291	0.8981724838
670	0.1885140825	0.8981724931
671	0.1864834514	0.8981973387
672	0.1864824019	0.898200635
673	0.1864813101	0.8982038168
674	0.1864806506	0.8982047945
675	0.1864792281	0.8982070812
676	0.186475741	0.8982089562
677	0.1864752409	0.8982091332
678	0.1864744501	0.8982131133
679	0.1864736877	0.8982143143
680	0.1864623709	0.8982070231
681	0.1864574325	0.8982176665
682	0.186454949	0.8982202474
683	0.186452466	0.8982230217
684	0.1864488154	0.898221926
685	0.1864474287	0.8982236591
686	0.1864468539	0.8982245561
687	0.1841376805	0.8982396392
688	0.1833137297	0.8982388159
689	0.183312683	0.8982399909
690	0.1833117027	0.8982425705
691	0.1811337816	0.8982555767
692	0.1811273803	0.8982586433
693	0.1811261571	0.8982603107
694	0.1811247296	0.8982609615
695	0.1779279955	0.8982686865
696	0.1779120001	0.898269244
697	0.177907798	0.8982752677
698	0.1779072644	0.8982756906
699	0.1779046928	0.8982827266
700	0.1779017606	0.8982948914
701	0.1779010613	0.8982956603
702	0.1778966245	0.8983076228
703	0.1778904201	0.8983187582
704	0.1778879375	0.8983300536
705	0.1778873193	0.8983316553
706	0.1778864942	0.8983355568
707	0.1778839873	0.8983451448
708	0.1778731751	0.8983406353
709	0.1778729122	0.8983430562
710	0.1778721195	0.8983443375
711	0.1758676212	0.8983614136
712	0.1758665451	0.8983665612
713	0.1769684058	0.8983749523
714	0.1769678948	0.8983768304
715	0.1769674167	0.8983770804
716	0.1769637577	0.8983853753
717	0.1769627545	0.898387641
718	0.1769612227	0.8983929075
719	0.174825633	0.8984651115
720	0.1748249038	0.8984672238
721	0.1748241399	0.8984694353
722	0.1748101372	0.8984705118
723	0.1748092071	0.8984716137
724	0.1748084946	0.8984717662
725	0.1748068025	0.8984780717
726	0.1741344371	0.8984786918
727	0.1741340236	0.8984822305
728	0.1777457191	0.8983916284
729	0.1777452287	0.8983908629
730	0.1777444642	0.8983925678
731	0.1777432113	0.8983991376
732	0.177740547	0.8983996924
733	0.1777400739	0.8984016572
734	0.1777391557	0.8984053677
735	0.1777160192	0.8983992715
736	0.1777145586	0.8984049072
737	0.1777140218	0.898405553
738	0.1777135047	0.8984065335
739	0.1777120494	0.8984116115
740	0.1777117022	0.8984115795
741	0.1777099632	0.8984158078
742	0.177709212	0.8984189509
743	0.1777080794	0.8984224592
744	0.1777076385	0.8984227266
745	0.1776987029	0.8984415323
746	0.1776982763	0.8984420174
747	0.1776929541	0.8984590454
748	0.1757947664	0.8984650164
749	0.1757930737	0.8984765918
750	0.1757730159	0.8984987612
751	0.1761473917	0.8982789069
752	0.1741878022	0.8982947521
753	0.1741873505	0.8982920948
754	0.1741860242	0.8982974108
755	0.1728821173	0.898317255
756	0.1728805959	0.8983172307
757	0.1728780761	0.8983259612
758	0.1728765512	0.8983281194
759	0.173280177	0.8983373365
760	0.1732544447	0.8983496469
761	0.1732539477	0.8983508606
762	0.1732531108	0.8983524845
763	0.1732512591	0.8983624105
764	0.1732506958	0.8983637016
765	0.1732491022	0.8983691993
766	0.1732480805	0.8983700432
767	0.1732475997	0.8983716114
768	0.1732469701	0.8983724104
769	0.1715188129	0.898379816
770	0.1715174096	0.8983825418
771	0.1715167514	0.898381739
772	0.1716168194	0.8983773993
773	0.1716162322	0.8983775483
774	0.171615365	0.8983773736
775	0.1716149344	0.8983772902
776	0.1716132386	0.8983830236
777	0.1716127321	0.898382699
778	0.1716114151	0.8983838601
779	0.1716106051	0.8983862574
780	0.1716099684	0.8983838612
781	0.17160968	0.8983841346
782	0.1700593434	0.8983980263
783	0.1700574377	0.8984033124
784	0.1700563324	0.8984051777
785	0.1700556161	0.8984067877
786	0.1700550109	0.8984083171
787	0.1673310545	0.8984447011
788	0.1673286269	0.8984507679
789	0.1673274501	0.8984524903
790	0.167327068	0.8984532512
791	0.164925063	0.8984865041
792	0.1649199437	0.8984976824
793	0.164918331	0.8985000229
794	0.1649177025	0.8985003285
795	0.1633684893	0.898512971
796	0.1633680822	0.8985136305
797	0.1633673376	0.8985150968
798	0.1633658391	0.8985196667
799	0.1633646155	0.8985213367
800	0.1633638604	0.8985222009
801	0.1633628706	0.8985237693
802	0.163361142	0.8985299001
803	0.1633601267	0.8985344091
804	0.1633472648	0.8985539527
805	0.1633462209	0.8985592646
806	0.1633454801	0.8985603569
807	0.1625048414	0.8985664869
808	0.1625045638	0.8985667424
809	0.1612319486	0.8986219838
810	0.1612315544	0.8986218008
811	0.1612312291	0.8986217834
812	0.1612303438	0.898623593
813	0.1612166697	0.8986518857
814	0.1612151831	0.8986559666
815	0.1612118717	0.8986678121
816	0.1612115124	0.8986677579
817	0.1612101836	0.8986663155
818	0.1612097698	0.8986671844
819	0.1612049643	0.8986802663
820	0.1612036349	0.8986830948
821	0.1612033089	0.8986834247
822	0.1596241947	0.8987084333
823	0.1596216925	0.8987090415
824	0.1596203497	0.8987145196
825	0.1586409287	0.8987491207
826	0.1572219198	0.8987800953
827	0.1572209498	0.8987831851
828	0.1572190753	0.8987900104
829	0.15721115	0.898792009
830	0.1572106044	0.898793572
831	0.1572072211	0.898810876
832	0.157199863	0.8988111623
833	0.157404267	0.8987985405
834	0.157403567	0.8987993445
835	0.1574030679	0.8988008721
836	0.15594384	0.8988777148
837	0.155942457	0.8988815377
838	0.155938476	0.898881224
839	0.1537810629	0.8989480304
840	0.1537803783	0.8989499276
841	0.1537788065	0.8989501562
842	0.1537778698	0.8989504667
843	0.1537772283	0.8989537102
844	0.1537764465	0.8989557611
845	0.1537746209	0.8989580574
846	0.1537737724	0.8989632375
847	0.1537708154	0.8989769802
848	0.1537692374	0.898981893
849	0.1537686928	0.89898217
850	0.1537680729	0.8989837838
851	0.1537667168	0.8989853954
852	0.1537664878	0.8989855042
853	0.1527395562	0.8990474234
854	0.1527371185	0.8990572785
855	0.1527354742	0.8990612884
856	0.1515166365	0.8991628269
857	0.1515053423	0.8991734394
858	0.1515050537	0.8991734542
859	0.1502275117	0.8992724988
860	0.1502259146	0.8992774042
861	0.1491168216	0.8994980074
862	0.1491163618	0.899498112
863	0.1491158017	0.8995003255
864	0.1480118538	0.8996464717
865	0.1480110704	0.8996458039
866	0.1480106746	0.8996465738
867	0.1468811025	0.8997211686
868	0.1550469625	0.8980929791
869	0.1550464933	0.8980923657
870	0.1550458061	0.8980924079
871	0.1550449679	0.8980958854
872	0.1550445356	0.8980958472
873	0.1550436171	0.8980970731
874	0.1550422046	0.8981001379
875	0.1550413631	0.8981006816
876	0.1550400631	0.8981013554
877	0.1550365318	0.8981123065
878	0.1540260125	0.8981395837
879	0.1540256718	0.8981396413
880	0.1540252873	0.8981399329
881	0.1519357117	0.8982484108
882	0.1519335579	0.898252331
