iter	Logloss	AUC
883	0.1519277066	0.8982543683
884	0.1519268328	0.8982559269
885	0.1519258593	0.8982592854
886	0.1519251515	0.8982610866
887	0.1519243482	0.8982639753
888	0.1519231085	0.8982677968
889	0.1507481954	0.8983540658
890	0.1507477689	0.8983555322
891	0.1507474569	0.8983561382
892	0.1507451073	0.898366565
893	0.1507440816	0.8983687167
894	0.1507432314	0.8983701891
895	0.150739524	0.8983781712
896	0.1494934833	0.898565657
897	0.1494909342	0.8985634632
898	0.1494896712	0.898565331
899	0.1494881023	0.8985718757
900	0.1494876636	0.8985744857
901	0.1494866928	0.898575761
902	0.1494830935	0.8985867995
903	0.1494825067	0.8985872304
904	0.1494819174	0.8985882114
905	0.1494788062	0.8985938218
906	0.1494765212	0.8986054677
907	0.1478031958	0.898783373
908	0.1478024968	0.8987853218
909	0.1466492836	0.8989006394
910	0.1466469312	0.8989031948
911	0.1455499415	0.8989905085
912	0.1444681975	0.8992149166
913	0.1432464121	0.8995758527
914	0.1432417107	0.8995771515
915	0.1432411823	0.8995770897
916	0.1420369115	0.899834332
917	0.1420363822	0.8998346262
918	0.1420354666	0.8998334394
919	0.1420349072	0.899833925
920	0.1420341416	0.8998365208
921	0.1420334467	0.8998373706
922	0.1420326692	0.899839292
923	0.1412460441	0.9000797567
924	0.1412453644	0.9000808023
925	0.1404215157	0.9002339423
926	0.1404203894	0.9002381806
927	0.1404192895	0.9002414884
928	0.1404183793	0.9002422468
929	0.1396170987	0.9003871881
930	0.1395988233	0.9003884947
931	0.1395980829	0.9003903194
932	0.13959524	0.900403056
933	0.1395943043	0.900404622
934	0.1395936413	0.9004068359
935	0.1395929175	0.9004074441
936	0.1395922663	0.9004104482
937	0.1388868178	0.9004789924
938	0.1372131969	0.9007502733
939	0.1372127106	0.9007502838
940	0.1372105709	0.9007574239
941	0.1372096991	0.9007589657
942	0.1372092892	0.9007596914
943	0.1371891836	0.9007646788
944	0.1371883163	0.9007687156
945	0.1365804962	0.9008725452
946	0.1365789485	0.9008771461
947	0.1365779442	0.9008815133
948	0.1375259955	0.9012301488
949	0.136868526	0.9014227209
950	0.136867219	0.9014279811
951	0.1362920299	0.9015676186
952	0.1362913212	0.9015672863
953	0.13629012	0.9015723236
954	0.1362887765	0.9015784348
955	0.1362874008	0.9015827557
956	0.1362863833	0.9015877715
957	0.1362860616	0.9015900348
958	0.1356835847	0.9017607769
959	0.1351181261	0.9020622116
960	0.1351169503	0.9020685535
961	0.1343652885	0.9020752421
962	0.1343645002	0.9020768402
963	0.1343633188	0.9020761008
964	0.1343627845	0.9020777464
965	0.1343623444	0.9020776444
966	0.1343605266	0.9020906656
967	0.1338671037	0.9024336923
968	0.1338661756	0.9024372028
969	0.1338658085	0.9024371993
970	0.1338651991	0.9024384062
971	0.1338648396	0.9024399344
972	0.1333440319	0.9026949857
973	0.133343211	0.9026978099
974	0.1333427111	0.902698825
975	0.1333422123	0.9026997543
976	0.132154223	0.9027819732
977	0.132153696	0.9027835353
978	0.1321532809	0.9027841076
979	0.1321530108	0.9027846637
980	0.1321517208	0.9027870417
981	0.132151173	0.9027882962
982	0.1321567065	0.9027942215
983	0.132155714	0.9027957249
984	0.1321544279	0.9028061359
985	0.1317903415	0.902894278
986	0.1317893245	0.9028968845
987	0.1317888653	0.9028978048
988	0.1317885389	0.9028981129
989	0.131771055	0.9029013972
990	0.1317695866	0.9029066168
991	0.1314545701	0.9029364289
992	0.1312058273	0.9029762842
993	0.1312053392	0.9029791266
994	0.1311940397	0.9029818974
995	0.1311933939	0.9029834212
996	0.1311928389	0.9029843915
997	0.1311914791	0.902985127
998	0.1311910744	0.9029862413
999	0.1308201663	0.9030552134
